DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2026
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Total"
"352350 ITATINGA";-;1;-;1;-;-;1;-;-;-;-;-;1;4
"352360 ITIRAPINA";1;1;-;1;-;2;2;-;-;-;-;-;-;7
"352370 ITIRAPUA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"352390 ITU";10;4;-;4;4;2;2;6;15;5;17;7;1;77
"352400 ITUPEVA";-;2;-;-;-;1;-;-;1;-;1;-;-;5
"352420 JABORANDI";-;1;1;-;-;1;-;6;3;4;2;-;-;18
"352430 JABOTICABAL";-;-;-;-;-;-;-;1;-;1;-;1;-;3
"352440 JACAREI";37;89;100;82;88;105;117;103;91;78;115;115;76;1196
"352450 JACI";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"352460 JACUPIRANGA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"352470 JAGUARIUNA";11;9;9;8;13;8;5;7;6;9;5;15;-;105
"352480 JALES";-;2;1;2;1;1;3;1;2;-;-;1;-;14
"352500 JANDIRA";-;1;1;-;1;-;-;1;-;-;2;-;-;6
"352510 JARDINOPOLIS";3;-;1;3;-;1;-;-;-;-;-;-;-;8
"352520 JARINU";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"352530 JAU";1;-;-;-;-;-;1;-;-;1;1;-;-;4
"352540 JERIQUARA";-;-;-;-;1;-;1;1;-;-;-;-;-;3
"352550 JOANOPOLIS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"352570 JOSE BONIFACIO";1;1;-;-;1;1;-;-;-;-;-;-;-;4
"352590 JUNDIAI";13;13;-;1;-;1;-;-;1;1;-;-;-;30
"352600 JUNQUEIROPOLIS";8;7;8;18;10;3;7;7;19;16;19;1;-;123
"352610 JUQUIA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"352620 JUQUITIBA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"352640 LARANJAL PAULISTA";-;-;-;-;-;-;-;2;-;-;1;-;-;3
"352650 LAVINIA";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"352660 LAVRINHAS";-;-;-;-;-;1;2;-;-;-;-;-;-;3
"352670 LEME";-;2;1;1;1;1;1;3;1;1;1;-;-;13
"352680 LENCOIS PAULISTA";2;1;1;-;-;3;1;-;-;3;1;1;-;13
"352690 LIMEIRA";2;-;-;1;-;3;3;1;-;2;3;5;-;20
"352700 LINDOIA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"352710 LINS";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"352720 LORENA";1;-;1;-;-;2;-;2;1;-;2;-;-;9
"352725 LOURDES";-;-;-;-;-;-;-;-;1;1;1;-;-;3
"352730 LOUVEIRA";1;1;-;-;1;1;2;4;4;2;-;2;-;18
"352740 LUCELIA";1;2;-;-;-;-;-;-;-;-;-;-;-;3
"352760 LUIS ANTONIO";-;-;1;-;-;1;2;3;-;1;-;1;-;9
"352770 LUIZIANIA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"352780 LUPERCIO";-;-;-;-;-;1;3;1;-;-;-;-;-;5
"352790 LUTECIA";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"352800 MACATUBA";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"352810 MACAUBAL";1;-;1;-;-;-;-;-;-;-;-;-;-;2
"352830 MAGDA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"352870 MARABA PAULISTA";-;-;-;-;-;-;-;-;1;1;-;-;-;2
"352880 MARACAI";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"352885 MARAPOAMA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"352890 MARIAPOLIS";-;-;-;1;-;-;1;-;2;-;-;1;-;5
"352900 MARILIA";6;4;2;6;2;3;6;6;10;10;9;13;4;81
"352910 MARINOPOLIS";-;-;-;1;-;1;-;-;-;1;-;-;-;3
"352920 MARTINOPOLIS";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"352930 MATAO";1;2;2;-;-;-;4;1;-;-;-;4;1;15
"352940 MAUA";4;1;2;1;-;1;-;1;-;2;-;1;-;13
"352950 MENDONCA";2;1;-;-;-;-;-;-;-;-;-;-;-;3
"352960 MERIDIANO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352965 MESOPOLIS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"352980 MINEIROS DO TIETE";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"352990 MIRACATU";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"353010 MIRANDOPOLIS";-;-;1;1;-;-;1;-;-;1;-;-;-;4
"353020 MIRANTE DO PARANAPANEMA";-;-;2;1;2;2;-;2;2;2;-;1;1;15
"353030 MIRASSOL";-;-;-;-;-;-;-;2;-;1;1;1;1;6
"353040 MIRASSOLANDIA";-;-;-;-;-;-;-;-;1;1;-;1;-;3
"353050 MOCOCA";3;2;-;2;-;-;-;1;1;-;2;1;-;12
"353060 MOGI DAS CRUZES";3;-;-;3;1;4;1;1;3;-;1;-;-;17
"353070 MOGI GUACU";-;-;-;-;2;3;3;1;1;-;2;1;-;13
"353080 MOGI MIRIM";14;8;11;9;10;18;16;12;7;5;5;4;2;121
"353090 MOMBUCA";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"353100 MONCOES";1;1;-;-;-;-;-;-;-;-;-;-;-;2
"353110 MONGAGUA";1;-;-;-;-;-;1;-;-;-;-;-;-;2
"353130 MONTE ALTO";-;-;-;-;-;1;-;-;1;-;1;-;-;3
"353140 MONTE APRAZIVEL";4;1;1;1;-;2;2;4;1;2;-;-;-;18
"353150 MONTE AZUL PAULISTA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"353160 MONTE CASTELO";1;-;1;4;4;1;-;7;4;3;2;1;3;31
"353180 MONTE MOR";-;-;-;-;3;4;3;3;2;4;5;-;-;24
"353190 MORRO AGUDO";1;-;-;-;-;-;1;1;3;-;-;-;-;6
"353200 MORUNGABA";1;-;-;1;-;-;1;-;2;-;-;-;-;5
"353205 MOTUCA";-;1;-;1;-;1;-;4;-;-;1;-;-;8
"353210 MURUTINGA DO SUL";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"353215 NANTES";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"353220 NARANDIBA";-;1;1;-;1;2;3;3;-;1;3;15;20;50
"353260 NHANDEARA";-;-;-;-;1;-;1;-;1;1;-;1;-;5
"353270 NIPOA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"353280 NOVA ALIANCA";1;-;3;-;-;-;-;-;-;-;-;-;-;4
"353282 NOVA CAMPINA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"353290 NOVA EUROPA";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"353300 NOVA GRANADA";5;1;4;5;9;2;3;10;9;7;11;1;-;67
"353310 NOVA GUATAPORANGA";9;11;9;1;4;6;4;4;5;2;2;1;-;58
"353320 NOVA INDEPENDENCIA";1;-;-;-;-;-;-;1;-;-;1;-;-;3
"353340 NOVA ODESSA";2;-;4;1;1;2;6;1;2;3;2;4;-;28
"353350 NOVO HORIZONTE";-;-;1;-;-;1;-;3;-;-;1;1;-;7
"353360 NUPORANGA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"353370 OCAUCU";-;-;-;-;1;-;-;-;2;-;-;-;-;3
"353390 OLIMPIA";2;4;4;1;5;1;4;9;6;5;9;13;6;69
"353400 ONDA VERDE";1;1;-;-;-;-;-;-;1;1;-;-;-;4
"353410 ORIENTE";-;-;-;-;-;-;-;-;-;-;-;3;-;3
"353420 ORINDIUVA";-;1;-;-;-;1;1;-;-;1;-;1;-;5
"353430 ORLANDIA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"353440 OSASCO";27;55;65;21;71;102;91;66;60;37;88;9;1;693
"353460 OSVALDO CRUZ";2;2;2;3;3;2;2;4;-;-;-;-;-;20
"353470 OURINHOS";1;1;-;-;-;-;-;2;2;2;6;9;4;27
"353475 OUROESTE";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"353490 PACAEMBU";-;3;3;-;-;-;-;-;-;-;-;-;-;6
"353500 PALESTINA";1;-;3;2;1;5;4;2;-;3;-;-;-;21
"353510 PALMARES PAULISTA";2;1;-;2;2;-;-;-;-;-;-;-;-;7
"353520 PALMEIRA D'OESTE";6;4;4;1;1;1;7;3;1;3;-;-;-;31
"353530 PALMITAL";-;-;1;-;-;-;1;-;1;-;-;-;-;3
"353540 PANORAMA";-;-;-;1;1;-;-;1;-;-;-;-;-;3
"353550 PARAGUACU PAULISTA";2;1;1;-;1;2;3;3;-;-;-;-;-;13
"353560 PARAIBUNA";-;-;-;-;1;1;-;-;-;-;1;-;-;3
"353570 PARAISO";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"353590 PARANAPUA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"353600 PARAPUA";-;-;-;1;1;1;1;3;-;-;1;-;-;8
"353650 PAULINIA";1;1;1;3;3;4;2;1;1;3;5;3;-;28
"353660 PAULO DE FARIA";-;1;-;-;-;-;2;-;-;1;-;1;-;5
"353670 PEDERNEIRAS";2;-;4;-;-;-;-;2;2;-;-;1;-;11
"353700 PEDREGULHO";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"353710 PEDREIRA";-;1;2;1;-;-;-;-;-;2;1;-;-;7
"353715 PEDRINHAS PAULISTA";-;-;-;-;-;-;1;-;-;-;1;-;-;2
"353720 PEDRO DE TOLEDO";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"353730 PENAPOLIS";1;3;1;2;-;2;3;-;1;-;-;-;-;13
"353740 PEREIRA BARRETO";-;-;1;1;1;-;-;-;-;1;-;-;-;4
"353750 PEREIRAS";-;1;-;-;2;-;-;-;-;-;-;-;-;3
"353770 PIACATU";2;-;-;-;-;-;-;1;-;-;-;-;-;3
"353780 PIEDADE";1;-;1;-;-;-;-;-;-;-;-;-;-;2
"353790 PILAR DO SUL";1;-;-;-;-;-;2;-;-;-;-;-;-;3
"353800 PINDAMONHANGABA";6;4;2;7;4;4;9;5;-;2;2;1;-;46
"353850 PIQUETE";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"353860 PIRACAIA";-;1;-;-;-;-;1;-;-;-;-;-;-;2
"353870 PIRACICABA";-;2;-;4;3;3;5;4;2;3;3;-;1;30
"353880 PIRAJU";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"353890 PIRAJUI";-;1;2;-;-;-;-;-;-;-;-;-;-;3
"353900 PIRANGI";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"353920 PIRAPOZINHO";12;3;4;3;5;6;-;3;5;4;4;8;5;62
"353930 PIRASSUNUNGA";1;-;-;-;1;2;2;-;-;-;-;-;-;6
"353950 PITANGUEIRAS";-;-;2;4;8;1;5;8;3;4;6;18;1;60
"353960 PLANALTO";1;1;-;-;-;-;1;-;1;-;-;2;-;6
"353970 PLATINA";-;-;-;-;-;-;1;3;-;1;-;-;2;7
"353980 POA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"353990 POLONI";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"354000 POMPEIA";3;2;2;1;2;-;2;1;1;1;2;-;-;17
"354020 PONTAL";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"354040 POPULINA";1;1;3;-;2;3;-;-;-;-;-;2;-;12
"354050 PORANGABA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"354060 PORTO FELIZ";-;-;-;1;-;-;1;-;2;1;-;-;-;5
"354075 POTIM";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"354080 POTIRENDABA";-;-;-;1;-;-;-;1;-;1;-;2;-;5
"354090 PRADOPOLIS";-;1;-;-;-;-;1;1;-;2;-;-;-;5
"354100 PRAIA GRANDE";2;2;2;2;5;6;9;10;2;-;-;-;-;40
"354105 PRATANIA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"354120 PRESIDENTE BERNARDES";-;1;-;-;-;-;-;1;-;-;1;-;-;3
"354130 PRESIDENTE EPITACIO";2;2;1;7;3;1;1;7;8;7;6;1;-;46
"354140 PRESIDENTE PRUDENTE";-;1;3;-;-;1;-;2;-;1;2;4;1;15
"354150 PRESIDENTE VENCESLAU";1;1;2;2;3;2;2;3;3;1;3;2;1;26
"354160 PROMISSAO";-;-;-;-;-;-;-;-;-;1;1;1;1;4
"354220 RANCHARIA";1;2;1;3;2;-;-;-;2;-;3;1;1;16
"354240 REGENTE FEIJO";-;-;-;1;1;3;2;5;3;1;2;-;-;18
"354260 REGISTRO";-;2;-;-;-;2;-;2;-;1;-;-;-;7
"354270 RESTINGA";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"354290 RIBEIRAO BONITO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"354300 RIBEIRAO BRANCO";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"354320 RIBEIRAO DO SUL";2;3;2;-;1;-;-;1;-;1;1;-;-;11
"354323 RIBEIRAO DOS INDIOS";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"354330 RIBEIRAO PIRES";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"354340 RIBEIRAO PRETO";8;12;14;25;20;19;15;14;26;14;5;7;4;183
"354360 RIFAINA";-;-;-;-;-;-;-;-;-;1;-;-;1;2
"354370 RINCAO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"354390 RIO CLARO";2;7;-;3;-;2;-;-;-;-;1;-;-;15
"354420 RIOLANDIA";-;1;1;1;1;-;-;-;1;-;1;-;-;6
"354425 ROSANA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"354430 ROSEIRA";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"354440 RUBIACEA";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"354450 RUBINEIA";1;1;1;-;2;-;2;1;-;2;-;-;-;10
"354470 SAGRES";1;-;-;-;-;-;-;1;1;-;-;-;-;3
"354490 SALES OLIVEIRA";3;2;3;-;-;1;-;-;-;-;-;-;-;9
"354500 SALESOPOLIS";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"354510 SALMOURAO";-;-;1;-;-;2;-;-;-;-;-;-;-;3
"354515 SALTINHO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"354520 SALTO";1;-;-;-;1;1;1;1;3;1;1;-;-;10
"354540 SALTO GRANDE";1;1;-;-;-;1;-;-;-;-;1;1;-;5
"354550 SANDOVALINA";-;-;-;-;1;-;3;-;-;3;6;-;-;13
"354580 SANTA BARBARA D'OESTE";6;5;3;5;10;19;6;2;1;2;2;1;-;62
"354600 SANTA BRANCA";-;-;1;1;2;1;1;-;-;-;-;-;1;7
"354620 SANTA CRUZ DA CONCEICAO";-;-;-;1;-;-;-;-;-;1;-;-;-;2
"354630 SANTA CRUZ DAS PALMEIRAS";-;-;1;-;-;-;-;1;-;-;-;-;-;2
"354640 SANTA CRUZ DO RIO PARDO";-;-;-;-;-;-;-;1;-;-;1;-;-;2
"354660 SANTA FE DO SUL";2;2;1;-;2;3;-;4;6;7;11;10;3;51
"354670 SANTA GERTRUDES";-;-;1;-;-;-;-;-;1;-;2;-;-;4
"354680 SANTA ISABEL";1;1;-;-;-;-;-;-;-;-;-;-;-;2
"354690 SANTA LUCIA";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"354730 SANTANA DE PARNAIBA";3;1;-;4;5;6;5;3;1;1;2;1;-;32
"354750 SANTA RITA DO PASSA QUATRO";2;1;-;4;-;-;4;1;1;-;-;1;-;14
"354760 SANTA ROSA DE VITERBO";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"354770 SANTO ANASTACIO";4;2;9;3;1;-;2;3;8;7;6;1;1;47
"354780 SANTO ANDRE";10;6;4;3;5;5;9;3;6;5;3;1;-;60
"354800 SANTO ANTONIO DE POSSE";-;-;1;1;1;-;1;3;6;-;1;-;-;14
"354810 SANTO ANTONIO DO JARDIM";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"354830 SANTO EXPEDITO";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"354840 SANTOPOLIS DO AGUAPEI";-;-;-;-;-;-;-;1;1;-;1;-;-;3
"354850 SANTOS";10;18;10;13;16;13;20;29;22;33;13;4;-;201
"354860 SAO BENTO DO SAPUCAI";-;1;-;-;-;-;1;-;-;-;-;-;-;2
"354870 SAO BERNARDO DO CAMPO";1;1;4;-;2;-;4;3;1;2;-;1;-;19
"354880 SAO CAETANO DO SUL";1;-;1;-;2;1;-;1;-;1;-;-;-;7
"354890 SAO CARLOS";16;7;12;18;22;20;18;17;20;16;24;25;8;223
"354910 SAO JOAO DA BOA VISTA";8;8;5;13;16;14;23;18;12;4;6;-;-;127
"354930 SAO JOAO DO PAU D'ALHO";-;1;3;8;3;5;9;5;10;11;4;6;1;66
"354950 SAO JOSE DA BELA VISTA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"354960 SAO JOSE DO BARREIRO";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"354970 SAO JOSE DO RIO PARDO";11;6;6;5;1;-;-;1;-;-;-;-;-;30
"354980 SAO JOSE DO RIO PRETO";193;167;171;154;139;164;199;172;186;92;20;13;4;1674
"354990 SAO JOSE DOS CAMPOS";30;24;22;24;34;51;46;50;47;52;70;46;20;516
"355000 SAO LUIS DO PARAITINGA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"355010 SAO MANUEL";-;6;2;4;1;-;1;-;-;1;-;-;-;15
"355020 SAO MIGUEL ARCANJO";-;-;-;-;-;-;-;-;5;2;4;1;-;12
"355030 SAO PAULO";197;194;210;241;304;315;352;357;402;352;402;359;60;3745
"355040 SAO PEDRO";7;10;10;8;6;6;4;16;9;11;6;6;5;104
"355050 SAO PEDRO DO TURVO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"355060 SAO ROQUE";1;-;-;-;-;-;-;-;1;1;-;-;-;3
"355070 SAO SEBASTIAO";3;-;4;1;3;-;3;1;1;-;-;-;-;16
"355090 SAO SIMAO";1;1;1;-;-;-;-;-;1;-;-;-;-;4
"355130 SEBASTIANOPOLIS DO SUL";-;-;1;-;-;-;-;-;-;1;-;-;-;2
"355140 SERRA AZUL";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"355150 SERRANA";5;5;13;10;3;3;5;6;1;-;1;-;1;53
"355170 SERTAOZINHO";2;-;4;3;-;1;-;2;1;2;5;3;-;23
"355180 SETE BARRAS";-;3;-;-;-;-;-;2;-;-;-;-;-;5
"355190 SEVERINIA";-;4;2;1;1;-;2;-;-;-;1;1;-;12
"355220 SOROCABA";5;3;1;2;3;6;4;2;1;1;3;-;-;31
"355230 SUD MENNUCCI";1;-;-;-;-;-;1;-;4;10;5;-;-;21
"355240 SUMARE";-;-;2;-;-;-;-;-;1;3;10;2;1;19
"355250 SUZANO";1;1;1;4;-;2;1;-;1;1;1;-;-;13
"355260 TABAPUA";-;2;-;-;1;-;3;-;-;-;-;-;-;6
"355290 TACIBA";2;-;-;4;4;5;5;-;-;4;7;13;6;50
"355300 TAGUAI";-;1;1;-;-;1;-;-;-;-;-;-;-;3
"355310 TAIACU";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"355330 TAMBAU";-;-;1;-;-;-;-;-;1;-;-;-;-;2
"355340 TANABI";1;-;1;1;1;-;-;1;1;10;20;21;4;61
"355370 TAQUARITINGA";-;-;-;1;1;-;1;2;2;2;3;15;4;31
"355385 TAQUARIVAI";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"355390 TARABAI";-;-;-;1;-;-;-;-;3;1;2;1;-;8
"355400 TATUI";-;2;1;-;-;-;1;2;1;1;2;1;1;12
"355410 TAUBATE";2;3;2;3;2;8;11;33;23;34;62;77;-;260
"355430 TEODORO SAMPAIO";9;19;19;14;33;35;29;50;48;48;51;25;3;383
"355440 TERRA ROXA";-;-;-;1;1;1;1;1;-;-;-;-;-;5
"355450 TIETE";-;2;-;-;-;-;-;1;1;-;-;-;-;4
"355470 TORRINHA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"355480 TREMEMBE";3;3;7;7;10;7;9;31;16;20;22;15;-;150
"355490 TRES FRONTEIRAS";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"355500 TUPA";7;6;5;1;6;12;4;-;-;1;4;1;-;47
"355510 TUPI PAULISTA";1;-;1;2;3;3;4;4;9;7;8;2;-;44
"355520 TURIUBA";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"355535 UBARANA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"355540 UBATUBA";42;35;29;21;31;22;36;26;37;25;41;9;-;354
"355550 UBIRAJARA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"355580 URANIA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"355600 URUPES";3;4;-;2;1;1;3;1;-;-;-;1;-;16
"355610 VALENTIM GENTIL";-;-;-;-;-;-;-;-;-;1;2;-;-;3
"355620 VALINHOS";-;-;-;-;-;-;-;3;2;-;1;1;-;7
"355630 VALPARAISO";-;-;-;1;-;1;6;2;4;5;11;12;1;43
"355640 VARGEM GRANDE DO SUL";-;2;-;2;-;-;2;-;1;2;1;4;-;14
"355645 VARGEM GRANDE PAULISTA";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"355650 VARZEA PAULISTA";4;5;-;-;-;2;1;-;2;-;3;3;-;20
"355660 VERA CRUZ";-;3;-;1;-;-;1;1;1;-;-;-;-;7
"355670 VINHEDO";-;-;-;-;-;-;-;-;1;-;-;1;-;2
"355680 VIRADOURO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"355690 VISTA ALEGRE DO ALTO";2;-;1;-;-;-;-;-;-;-;-;-;-;3
"355700 VOTORANTIM";-;-;1;-;1;-;1;1;-;-;-;-;-;4
"355710 VOTUPORANGA";21;23;16;15;11;5;1;2;4;6;4;1;-;109
"355715 ZACARIAS";-;-;-;-;-;-;-;-;-;-;2;1;-;3
"355720 CHAVANTES";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"410010 ABATIA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"410040 ALMIRANTE TAMANDARE";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"410045 ALTAMIRA DO PARANA";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"410070 ALTO PIQUIRI";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"410090 AMAPORA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"410110 ANDIRA";-;1;1;3;7;5;8;6;6;-;-;1;-;38
"410115 ANGULO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"410120 ANTONINA";-;1;1;-;-;-;2;10;2;2;2;1;-;21
"410140 APUCARANA";-;-;-;-;-;-;-;2;-;2;3;1;-;8
"410150 ARAPONGAS";1;-;-;1;2;1;1;1;2;1;5;2;-;17
"410160 ARAPOTI";1;-;-;-;-;-;-;2;1;-;-;-;-;4
"410165 ARAPUA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410170 ARARUNA";1;-;-;-;-;1;-;-;-;-;-;-;-;2
"410180 ARAUCARIA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"410200 ASSIS CHATEAUBRIAND";-;3;2;-;-;3;2;1;2;-;1;-;-;14
"410210 ASTORGA";-;-;-;-;-;-;1;-;-;-;-;2;-;3
"410220 ATALAIA";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"410240 BANDEIRANTES";1;1;-;1;1;-;-;1;2;2;3;-;-;12
"410250 BARBOSA FERRAZ";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"410260 BARRACAO";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"410270 BARRA DO JACARE";-;-;-;-;-;1;1;1;1;1;-;-;-;5
"410280 BELA VISTA DO PARAISO";1;-;-;-;1;-;-;-;-;-;1;-;-;3
"410300 BOA ESPERANCA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"410305 BOA VISTA DA APARECIDA";-;-;-;1;-;-;-;1;6;13;4;2;-;27
"410310 BOCAIUVA DO SUL";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410345 CAFELANDIA";2;2;-;-;-;1;2;16;12;15;7;14;1;72
"410347 CAFEZAL DO SUL";-;-;1;-;-;-;-;-;-;3;-;-;-;4
"410360 CAMBARA";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"410370 CAMBE";-;-;1;-;2;-;2;2;9;4;3;1;1;25
"410390 CAMPINA DA LAGOA";3;1;6;3;2;3;3;3;6;4;2;2;-;38
"410400 CAMPINA GRANDE DO SUL";-;-;-;-;-;-;-;-;-;1;-;1;-;2
"410420 CAMPO LARGO";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410425 CAMPO MAGRO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"410430 CAMPO MOURAO";-;-;1;-;-;-;-;-;-;-;1;14;-;16
"410450 CAPANEMA";1;1;1;-;-;-;-;-;-;-;-;-;-;3
"410460 CAPITAO LEONIDAS MARQUES";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"410480 CASCAVEL";-;-;2;2;-;1;2;2;6;9;8;2;-;34
"410490 CASTRO";-;-;-;1;-;-;-;-;-;-;-;1;-;2
"410500 CATANDUVAS";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"410510 CENTENARIO DO SUL";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"410540 CHOPINZINHO";-;-;-;-;-;-;-;1;2;3;-;3;-;9
"410550 CIANORTE";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"410560 CIDADE GAUCHA";-;1;-;-;-;1;-;-;-;-;-;-;1;3
"410570 CLEVELANDIA";1;-;-;1;-;-;-;-;-;-;-;-;-;2
"410580 COLOMBO";1;-;-;-;1;-;-;1;-;-;-;-;-;3
"410590 COLORADO";1;-;1;1;-;1;2;1;1;3;5;7;-;23
"410630 CORBELIA";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"410640 CORNELIO PROCOPIO";1;-;-;-;1;-;1;-;1;1;-;1;-;6
"410645 CORONEL DOMINGOS SOARES";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"410650 CORONEL VIVIDA";1;-;1;-;-;-;-;1;-;-;-;-;-;3
"410657 CRUZEIRO DO IGUACU";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"410660 CRUZEIRO DO OESTE";1;2;1;-;1;-;-;-;1;-;-;1;-;7
"410670 CRUZEIRO DO SUL";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"410685 CRUZMALTINA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"410690 CURITIBA";12;8;4;5;4;5;8;8;4;3;4;1;-;66
"410700 CURIUVA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"410712 DIAMANTE DO SUL";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"410720 DOIS VIZINHOS";-;1;-;-;1;-;1;2;1;4;-;-;-;10
"410725 DOURADINA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"410730 DOUTOR CAMARGO";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"410753 ENTRE RIOS DO OESTE";-;-;-;-;-;-;-;-;-;1;5;1;-;7
"410760 FAXINAL";1;1;3;-;-;-;-;-;-;-;2;-;1;8
"410765 FAZENDA RIO GRANDE";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"410780 FLORAI";-;-;-;-;-;-;-;-;-;1;-;-;-;1
